Country,Year,Population,Production (t),production__tonnes__per_capita,Production per capita (kg),Yield (t/ha),Land Use (ha)
Sri Lanka,2011,20859746,3470,0.000166349,0.1663491,1.6845,2060
Sri Lanka,2012,21017150,3620,0.00017224,0.1722403,1.81,2000
Sri Lanka,2013,21131762,5040,0.000238504,0.23850353,2.539,1985
Sri Lanka,2014,21239448,3322,0.000156407,0.15640708,1.8045,1841
Sri Lanka,2015,21336692,4733,0.000221824,0.22182445,2.9842,1586
Sri Lanka,2016,21425494,7024,0.000327834,0.32783375,3.8277998,1835
Sri Lanka,2017,21506816,7105,0.00033036,0.33036037,4.83,1471
Sri Lanka,2018,21580712,5903,0.000273531,0.2735313,4.4118,1338
Sri Lanka,2019,21649664,9480,0.000437882,0.4378821,8.2078,1155
Sri Lanka,2020,21715076,9225,0.00042482,0.42482006,8.0779,1142
Sweden,1961,7536314,95,1.26056E-05,0.012605632,0.6333,150
Sweden,1962,7582638,84,1.10779E-05,0.011077939,1.6471,51
Sweden,1963,7632938,115,1.50663E-05,0.015066283,2.2115,52
Sweden,1964,7691821,108,1.40409E-05,0.014040888,2.1176,51
Sweden,1990,8548407,0,0,0,,0
Sweden,1991,8594170,0,0,0,,0
Sweden,1992,8640277,0,0,0,,0
Sweden,2018,10162300,0,0,0,,0
Sweden,2019,10267922,0,0,0,,0
Switzerland,1961,5434674,1783,0.000328079,0.32807855,2.2598,789
Switzerland,1962,5574228,1866,0.000334755,0.33475488,2.3009,811
Switzerland,1963,5694677,1749,0.000307129,0.3071289,2.1485999,814
Switzerland,1964,5789750,1923,0.000332139,0.3321387,2.5007,769
Switzerland,1965,5857048,1561,0.000266517,0.26651652,1.9318999,808
Switzerland,1966,5918589,1781,0.000300916,0.30091632,2.3938,744
Switzerland,1967,5992343,2089,0.000348612,0.34861156,2.6885,777
Switzerland,1968,6068208,1881,0.000309976,0.3099762,2.3871,788
Switzerland,1969,6136805,2000,0.000325902,0.32590248,2.4845,805
Switzerland,1970,6181231,1955,0.00031628,0.31628003,2.4468,799
Switzerland,1971,6213706,1789,0.000287912,0.2879119,2.4812999,721
Switzerland,1972,6261160,1852,0.000295792,0.29579183,2.6841,690
Switzerland,1973,6307365,1711,0.00027127,0.27127017,2.4133,709
Switzerland,1974,6341220,1805,0.000284646,0.28464553,2.4003,752
Switzerland,1975,6338272,1568,0.000247386,0.24738605,2.1838,718
Switzerland,1976,6302079,1982,0.000314499,0.3144994,2.6892998,737
Switzerland,1977,6280842,1166,0.000185644,0.1856439,1.5756999,740
Switzerland,1978,6281527,1455,0.000231632,0.23163158,2.018,721
Switzerland,1979,6294185,1777,0.000282324,0.2823241,2.4342,730
Switzerland,1980,6319116,1261,0.000199553,0.19955322,1.6398,769
Switzerland,1981,6353701,1746,0.0002748,0.27480046,2.2942998,761
Switzerland,1982,6390953,1554,0.000243156,0.24315622,2.1143,735
Switzerland,1983,6418416,1700,0.000264863,0.26486284,2.4011,708
Switzerland,1984,6441452,1759,0.000273075,0.27307507,2.4296,724
Switzerland,1985,6469830,1496,0.000231227,0.2312271,2.0692,723
Switzerland,1986,6503525,1747,0.000268624,0.26862355,2.3932,730
Switzerland,1987,6544455,1305,0.000199405,0.19940545,1.8379999,710
Switzerland,1988,6592667,1530,0.000232076,0.23207604,2.2173998,690
Switzerland,1989,6646209,1571,0.000236375,0.23637536,2.3448,670
Switzerland,1990,6711685,1106,0.000164787,0.16478723,1.6507,670
Switzerland,1991,6795392,1365,0.000200871,0.20087141,2.1667,630
Switzerland,1992,6873188,1173,0.000170663,0.17066316,1.7773,660
Switzerland,1993,6936123,1437,0.000207176,0.20717626,2.0978,685
Switzerland,1994,6991543,1318,0.000188513,0.18851347,1.9045999,692
Switzerland,1995,7038302,1594,0.000226475,0.22647508,2.2078,722
Switzerland,1996,7069694,1659,0.000234664,0.23466362,2.2914,724
Switzerland,1997,7086993,1040,0.000146748,0.14674771,1.5007,693
Switzerland,1998,7108225,1506,0.000211867,0.21186724,2.0242,744
Switzerland,1999,7142199,1103,0.000154434,0.15443422,1.5848,696
Switzerland,2000,7182052,1182,0.000164577,0.16457692,1.7357,681
Switzerland,2001,7224413,1343,0.000185897,0.18589746,1.9749999,680
Switzerland,2002,7276479,1462,0.000200921,0.20092135,2.1532,679
Switzerland,2003,7330729,1584,0.000216077,0.21607673,2.2373,708
Switzerland,2004,7381153,1320,0.000178834,0.17883386,1.8937999,697
Switzerland,2005,7428437,1527,0.000205561,0.20556142,2.2389998,682
Switzerland,2006,7475014,1176,0.000157324,0.15732412,1.8907,622
Switzerland,2007,7541909,870,0.000115355,0.11535541,1.5847,549
Switzerland,2008,7638288,1201,0.000157234,0.15723419,2.2282,539
Switzerland,2009,7734402,953,0.000123216,0.12321574,1.714,556
Switzerland,2010,7822444,1183,0.000151232,0.1512315,2.0791,569
Switzerland,2011,7910988,1238,0.000156491,0.1564912,2.2591,548
Switzerland,2012,7995738,1071,0.000133946,0.13394636,2.142,500
Switzerland,2013,8088370,1051,0.00012994,0.12993965,2.119,496
Switzerland,2014,8187792,997,0.000121767,0.12176665,2.0263999,492
Switzerland,2015,8281735,1033,0.000124732,0.12473232,2.1611,478
Switzerland,2016,8372902,1013,0.000120986,0.12098553,2.1462,472
Switzerland,2017,8451688,984,0.000116426,0.11642645,2.0802999,473
Switzerland,2018,8514431,958,0.000112515,0.112514856,2.0781,461
Switzerland,2019,8575593,890,0.000103783,0.10378291,2.0794,428
Switzerland,2020,8638609,896,0.00010372,0.103720406,2.0837,430
Syria,1961,4751535,7176,0.001510249,1.5102488,0.7417,9675
Syria,1962,4895005,6645,0.001357506,1.3575063,0.6741,9858
Syria,1963,5045257,700,0.000138744,0.13874417,0.5,1400
Syria,1964,5202847,11320,0.002175732,2.1757318,0.7407,15283
Syria,1965,5368454,11979,0.002231369,2.2313686,0.7331,16341
Syria,1966,5542003,9747,0.00175875,1.7587504,0.6238,15624
Syria,1967,5723310,5996,0.001047646,1.0476455,0.5413,11078
Syria,1968,5912721,8406,0.00142168,1.4216804,0.78059995,10769
Syria,1969,6111367,8851,0.001448285,1.4482848,0.83019996,10661
Syria,1970,6319206,6674,0.001056145,1.0561453,0.65349996,10212
Syria,1971,6538533,7450,0.001139399,1.1393994,0.574,12980
Syria,1972,6768549,11594,0.001712923,1.7129225,0.7524,15410
Syria,1973,7003117,10939,0.001562019,1.5620188,0.66029996,16566
Syria,1974,7244912,10124,0.001397395,1.3973945,0.6501,15574
Syria,1975,7497127,11995,0.001599946,1.5999462,0.69729996,17203
Syria,1976,7758679,12031,0.001550651,1.5506506,0.6827,17622
Syria,1977,8029311,11541,0.001437359,1.4373587,0.7528,15331
Syria,1978,8310218,13091,0.00157529,1.5752896,0.81409997,16080
Syria,1979,8600753,11623,0.001351393,1.3513933,0.8861,13117
Syria,1980,8898957,13758,0.001546024,1.5460239,1.0216,13467
Syria,1981,9203642,12499,0.001358049,1.3580493,0.9701,12884
Syria,1982,9510755,13695,0.001439949,1.4399488,1.0097,13564
Syria,1983,9835461,14400,0.00146409,1.46409,1.0141,14200
Syria,1984,10183141,13300,0.00130608,1.3060803,0.97789997,13600
Syria,1985,10540930,13900,0.001318669,1.3186692,1.112,12500
Syria,1986,10907622,16603,0.001522147,1.5221466,1.188,13976
Syria,1987,11281108,16800,0.001489215,1.4892154,1.1126,15100
Syria,1988,11657770,15400,0.001321007,1.3210074,1.0694,14400
Syria,1989,12034101,13000,0.001080264,1.0802635,0.9155,14200
Syria,1990,12409003,13100,0.001055685,1.0556851,1.0234,12800
Syria,1991,12782284,16200,0.001267379,1.2673791,1.125,14400
Syria,1992,13156408,23575,0.001791903,1.7919025,1.3237,17810
Syria,1993,13537067,15000,0.001108069,1.1080687,1.2712,11800
Syria,1994,13922629,14300,0.001027105,1.0271049,1.1917,12000
Syria,1995,14313451,23361,0.001632101,1.6321011,1.6876999,13842
Syria,1996,14708883,18100,0.001230549,1.230549,1.4140999,12800
Syria,1997,15104000,16800,0.001112288,1.1122881,1.4237,11800
Syria,1998,15500556,21700,0.00139995,1.3999498,1.6438999,13200
Syria,1999,15901207,24700,0.001553341,1.5533412,1.5281999,16163
Syria,2000,16307659,26112,0.001601211,1.6012108,1.4426999,18100
Syria,2001,16727949,28802,0.001721789,1.7217891,1.7456,16500
Syria,2002,17164026,27700,0.001613841,1.6138405,1.7519,15811
Syria,2003,17611356,26209,0.001488188,1.4881875,1.6929,15482
Syria,2004,18084010,25942,0.001434527,1.434527,1.6128,16085
Syria,2005,18583556,28870,0.001553524,1.5535239,1.7742,16272
Syria,2006,19432012,24900,0.001281391,1.2813908,1.569,15870
Syria,2007,20703000,24066,0.00116244,1.1624403,1.6916,14227
Syria,2008,21474060,20580,0.000958366,0.95836556,1.4894999,13817
Syria,2009,21827222,19881,0.000910835,0.9108351,1.5685999,12674
Syria,2010,22337558,20150,0.000902068,0.90206816,1.555,12958
Syria,2011,22730734,17059,0.000750482,0.75048173,1.4956,11406
Syria,2012,22605582,15620,0.00069098,0.69097977,1.4356999,10880
Syria,2013,21495830,15817,0.000735817,0.7358171,1.4228,11117
Syria,2014,20072232,14731,0.0007339,0.7338995,1.4066,10473
Syria,2015,19205178,11626,0.000605358,0.6053576,1.2822,9067
Syria,2016,18964252,7611,0.000401334,0.40133405,1.1416,6667
Syria,2017,18983370,1522,8.01754E-05,0.080175436,0.1645,9254
Syria,2018,19333464,13993,0.000723771,0.723771,1.5345,9119
Syria,2019,20098252,13293,0.000661401,0.6614008,1.5016999,8852
Syria,2020,20772602,18679,0.000899213,0.8992133,1.9358,9649
Taiwan,1961,11371858,15854,0.001394143,1.3941433,2.0579,7704
Taiwan,1962,11779060,16077,0.00136488,1.3648797,2.1376,7521
Taiwan,1963,12200155,17413,0.001427277,1.427277,2.0029,8694
Taiwan,1964,12630949,19379,0.001534247,1.5342473,2.2305,8688
Taiwan,1965,13070711,16301,0.00124714,1.2471395,2.0351,8010
Taiwan,1966,13515908,15054,0.001113799,1.1137986,1.9770999,7614
Taiwan,1967,13917831,17735,0.001274265,1.2742647,1.7728,10004
Taiwan,1968,14271108,20644,0.001446559,1.446559,1.8529999,11141
Taiwan,1969,14617243,20509,0.001403069,1.403069,1.7159,11952
Taiwan,1970,14957875,20800,0.001390572,1.3905718,1.8817999,11053
Taiwan,1971,15292070,16808,0.001099132,1.0991318,1.9395,8666
Taiwan,1972,15617412,16417,0.001051199,1.0511985,2.0844,7876
Taiwan,1973,15933851,17883,0.001122328,1.1223275,2.2851,7826
Taiwan,1974,16243908,17713,0.00109044,1.0904396,2.2361999,7921
Taiwan,1975,16551776,18109,0.001094082,1.094082,2.1072,8594
Taiwan,1976,16860826,26433,0.001567717,1.5677168,2.5771,10257
Taiwan,1977,17171488,24695,0.00143814,1.4381398,2.4715,9992
Taiwan,1978,17482888,22129,0.001265752,1.265752,2.5872998,8553
Taiwan,1979,17793468,21476,0.00120696,1.2069597,2.5218,8516
Taiwan,1980,18100280,19747,0.001090978,1.0909776,2.3416,8433
Taiwan,1981,18400564,22718,0.001234636,1.2346361,2.6799998,8477
Taiwan,1982,18692876,25570,0.001367901,1.3679008,2.7405999,9330
Taiwan,1983,18976102,22722,0.001197401,1.1974009,2.4966,9101
Taiwan,1984,19249256,26491,0.001376209,1.3762091,2.9190998,9075
Taiwan,1985,19511876,25358,0.001299619,1.2996187,2.8014,9052
Taiwan,1986,19761802,24322,0.001230758,1.2307581,2.689,9045
Taiwan,1987,19995934,24005,0.001200494,1.200494,2.6466,9070
Taiwan,1988,20211368,20206,0.000999734,0.9997344,2.419,8353
Taiwan,1989,20404386,18484,0.000905884,0.9058837,2.3881,7740
Taiwan,1990,20586176,18528,0.000900021,0.90002146,2.4378998,7600
Taiwan,1991,20770622,20686,0.000995926,0.9959259,2.7412999,7546
Taiwan,1992,20952226,16393,0.000782399,0.782399,2.3179998,7072
Taiwan,1993,21125720,17428,0.000824966,0.82496594,2.3172,7521
Taiwan,1994,21293440,18526,0.000870033,0.8700332,2.7049,6849
Taiwan,1995,21455818,12685,0.000591215,0.5912149,2.5430999,4988
Taiwan,1996,21612430,11230,0.000519608,0.5196084,2.7457,4090
Taiwan,1997,21764850,10283,0.000472459,0.47245904,2.5321,4061
Taiwan,1998,21913670,9972,0.000455058,0.4550584,2.3436,4255
Taiwan,1999,22057216,9295,0.000421404,0.42140405,2.2296,4169
Taiwan,2000,22194740,11510,0.000518591,0.5185913,2.7754998,4147
Taiwan,2001,22333124,9215,0.000412616,0.4126158,2.1662,4254
Taiwan,2002,22469622,7578,0.000337255,0.33725533,2.6478,2862
Taiwan,2003,22593682,5243,0.000232056,0.23205603,2.3875,2196
Taiwan,2004,22703098,5490,0.000241817,0.24181722,2.5,2196
Taiwan,2005,22796312,2743,0.000120326,0.120326484,2.4666998,1112
Taiwan,2006,22874972,2193,9.5869E-05,0.09586897,2.5005999,877
Taiwan,2007,22942314,1672,7.28784E-05,0.072878436,2.3783998,703
Taiwan,2008,22998324,1725,7.50055E-05,0.07500547,2.4538,703
Taiwan,2009,23044086,1928,8.36657E-05,0.08366572,2.7424998,703
Taiwan,2010,23083086,1928,8.35244E-05,0.08352436,2.7424998,703
Taiwan,2011,23143076,1737,7.50548E-05,0.07505484,2.4744,702
Taiwan,2012,23234064,1642,7.06721E-05,0.0706721,2.3357,703
Taiwan,2013,23330332,1700,7.28665E-05,0.07286652,2.4963,681
Taiwan,2014,23422504,1650,7.04451E-05,0.07044507,2.4961998,661
Taiwan,2015,23512136,1604,6.82201E-05,0.06822009,2.5023,641
Taiwan,2016,23594476,1371,5.81068E-05,0.05810682,2.1727,631
Taiwan,2017,23665028,1335,5.64124E-05,0.05641236,2.1394,624
Taiwan,2018,23726186,1083,4.56458E-05,0.045645767,2.3391,463
Taiwan,2019,23777742,1085,4.56309E-05,0.04563091,2.3434,463
Taiwan,2020,23821468,1263,5.30194E-05,0.0530194,2.326,543
Tajikistan,1992,5656216,9640,0.00170432,1.7043196,2.0511,4700
Tajikistan,1993,5717815,11500,0.002011258,2.0112577,2.3327,4930
Tajikistan,1994,5803992,9773,0.001683841,1.6838411,2.2898,4268
Tajikistan,1995,5916183,6300,0.001064876,1.0648757,1.8656,3377
Tajikistan,1996,6035605,2865,0.000474683,0.47468315,1.1726999,2443
Tajikistan,1997,6117066,6371,0.001041512,1.0415124,1.9007,3352
Tajikistan,1998,6156815,10057,0.001633475,1.6334745,2.1595,4657
Tajikistan,1999,6189567,6873,0.001110417,1.110417,1.4087,4879
Tajikistan,2000,6273001,7186,0.001145544,1.1455442,1.9411,3702
Tajikistan,2001,6408813,4059,0.000633347,0.6333466,1.311,3096
Tajikistan,2002,6541758,4081,0.000623838,0.62383845,1.2943,3153
Tajikistan,2003,6672497,744,0.000111502,0.111502486,0.93579996,795
Tajikistan,2004,6801206,2675,0.000393313,0.3933126,1.737,1540
Tajikistan,2005,6929153,1609,0.000232207,0.23220731,1.3658999,1178
Tajikistan,2006,7057425,1301,0.000184345,0.18434486,1.1215999,1160
Tajikistan,2007,7188397,516,7.17823E-05,0.07178234,1.3797,374
Tajikistan,2008,7324633,189,2.58033E-05,0.025803341,1.3896999,136
Tajikistan,2009,7468603,235,3.14651E-05,0.031465053,1.8076999,130
Tajikistan,2010,7621785,497,6.52078E-05,0.06520782,1.6567,300
Tajikistan,2011,7784820,704,9.04324E-05,0.090432404,1.8722999,376
Tajikistan,2012,7956383,897,0.00011274,0.11273967,1.861,482
Tajikistan,2013,8136612,1119,0.000137527,0.13752653,1.7678,633
Tajikistan,2014,8326354,550,6.60553E-05,0.06605532,1.8212,302
Tajikistan,2015,8524066,253,2.96807E-05,0.029680672,1.6429,154
Tajikistan,2016,8725326,179,2.0515E-05,0.020514994,1.4793,121
Tajikistan,2017,8925529,212,2.37521E-05,0.023752094,1.9629999,108
Tajikistan,2018,9128131,138,1.51181E-05,0.0151181,1.4375,96
Tajikistan,2019,9337008,141,1.51012E-05,0.015101197,1.6786,84
Tajikistan,2020,9543211,144,1.50893E-05,0.015089261,1.6940999,85
Tanzania,1961,10337892,2701,0.000261272,0.26127184,0.51339996,5261
Tanzania,1962,10644625,1770,0.000166281,0.1662811,0.31239998,5665
Tanzania,1963,10960163,2219,0.00020246,0.20246049,0.3917,5665
Tanzania,1964,11289560,3389,0.000300189,0.30018884,0.56479996,6000
Tanzania,1965,11630608,5172,0.000444689,0.44468872,0.7389,7000
Tanzania,1966,11981936,5103,0.000425891,0.4258911,0.5043,10118
Tanzania,1967,12346291,7753,0.000627962,0.6279619,0.5743,13500
Tanzania,1968,12739969,11662,0.000915387,0.91538683,0.678,17200
Tanzania,1969,13167787,11044,0.000838713,0.83871343,0.6311,17500
Tanzania,1970,13618190,11971,0.000879045,0.8790449,0.6841,17500
Tanzania,1971,14092217,14154,0.001004384,1.0043842,0.86829996,16300
Tanzania,1972,14595704,13069,0.000895401,0.8954005,0.6344,20600
Tanzania,1973,15123510,13024,0.000861176,0.86117577,0.5338,24400
Tanzania,1974,15671323,18150,0.001158166,1.1581664,0.726,25000
Tanzania,1975,16243823,14157,0.000871531,0.8715313,0.5826,24300
Tanzania,1976,16838920,18841,0.001118896,1.118896,0.6588,28600
Tanzania,1977,17454628,18318,0.001049464,1.0494638,0.6295,29100
Tanzania,1978,18080016,17053,0.000943196,0.94319606,0.5121,33300
Tanzania,1979,18698646,17193,0.000919478,0.91947836,0.61399996,28000
Tanzania,1980,19297660,16771,0.000869069,0.8690691,0.6211,27000
Tanzania,1981,19890932,17200,0.000864716,0.86471566,0.64599997,26627
Tanzania,1982,20499924,13620,0.000664393,0.6643927,0.6175,22055
Tanzania,1983,21170722,11019,0.000520483,0.52048295,0.472,23347
Tanzania,1984,21857182,13434,0.000614626,0.61462633,0.4533,29636
Tanzania,1985,22569634,12552,0.000556146,0.5561455,0.6611,18987
Tanzania,1986,23324272,16466,0.00070596,0.70595986,0.7805,21098
Tanzania,1987,24099424,12921,0.000536154,0.5361539,0.4915,26291
Tanzania,1988,24844152,11554,0.000465059,0.46505913,0.5632,20515
Tanzania,1989,25522898,11808,0.000462643,0.4626434,0.51699996,22841
Tanzania,1990,26206024,16459,0.000628062,0.6280617,0.79999995,20574
Tanzania,1991,26890906,23322,0.000867282,0.86728204,0.741,31475
Tanzania,1992,27580728,23324,0.000845663,0.84566296,0.6257,37274
Tanzania,1993,28469018,24108,0.000846815,0.8468153,0.6468,37274
Tanzania,1994,29598330,25791,0.000871367,0.8713667,0.6534,39474
Tanzania,1995,30560072,22630,0.000740509,0.7405087,0.6447,35104
Tanzania,1996,31140730,28598,0.000918347,0.91834716,0.7227,39571
Tanzania,1997,31785852,35380,0.001113074,1.1130738,0.8423,42003
Tanzania,1998,32626500,50328,0.00154255,1.5425498,1.1954,42100
Tanzania,1999,33499776,37930,0.001132246,1.1322463,0.8157,46500
Tanzania,2000,34463704,26384,0.000765559,0.76555903,0.59959996,44000
Tanzania,2001,35414464,24522,0.000692429,0.69242896,0.7108,34500
Tanzania,2002,36353530,27423,0.000754342,0.7543422,0.8066,34000
Tanzania,2003,37333916,28000,0.000749988,0.7499883,0.9083,30828
Tanzania,2004,38360884,34000,0.00088632,0.8863195,1.0256,33152
Tanzania,2005,39439508,47000,0.001191699,1.1916985,1.1974,39253
Tanzania,2006,40562056,52000,0.001281986,1.2819862,1.3,40000
Tanzania,2007,41716500,50600,0.001212949,1.2129493,1.15,44000
Tanzania,2008,42870890,50800,0.001184953,1.1849533,1.0809,47000
Tanzania,2009,43957940,58700,0.001335367,1.3353674,1.0632,55210
Tanzania,2010,45110532,60900,0.001350017,1.3500174,0.7716,78930
Tanzania,2011,46416030,130000,0.002800756,2.8007564,0.7716,168488
Tanzania,2012,47786136,120000,0.002511189,2.5111886,0.7716,155527
Tanzania,2013,49253650,86359,0.001753352,1.7533523,0.81079996,106505
Tanzania,2014,50814550,80472,0.001583641,1.5836408,0.82659996,97351
Tanzania,2015,52542824,100313,0.001909167,1.9091665,0.6974,143836
Tanzania,2016,54401804,89048,0.001636858,1.6368575,0.7683,115897
Tanzania,2017,56267040,89944,0.00159852,1.5985202,0.7557,119028
Tanzania,2018,58090444,93101,0.00160269,1.6026904,0.7374,126253
Tanzania,2019,59872584,90698,0.00151485,1.5148503,0.75329995,120393
Tanzania,2020,61704520,91248,0.00147879,1.4787896,0.7486,121891
Thailand,1961,27399966,29000,0.001058396,1.0583955,0.7136,40640
Thailand,1962,28242170,29000,0.001026833,1.0268333,0.7108,40800
Thailand,1963,29114124,30000,0.001030428,1.0304278,0.747,40160
Thailand,1964,30013572,30900,0.001029534,1.0295343,0.6035,51200
Thailand,1965,30940276,35650,0.00115222,1.1522198,0.5087,70080
Thailand,1966,31883754,88000,0.002760026,2.7600264,1.0602,83000
Thailand,1967,32839338,78000,0.0023752,2.3752002,1.2601,61900
Thailand,1968,33807356,85300,0.00252312,2.5231196,1.0277,83000
Thailand,1969,34787584,90300,0.002595754,2.5957536,1.0879999,83000
Thailand,1970,35791730,93000,0.002598366,2.5983658,1.0941,85000
Thailand,1971,36807996,49000,0.001331233,1.3312325,0.553,88600
Thailand,1972,37834384,51300,0.00135591,1.3559095,0.513,100000
Thailand,1973,38873064,45400,0.001167904,1.1679038,0.45999998,98700
Thailand,1974,39900960,56000,0.001403475,1.403475,0.5045,111000
Thailand,1975,40908470,62765,0.001534279,1.5342787,0.43919998,142900
Thailand,1976,41882130,67672,0.001615773,1.6157727,0.4626,146298
Thailand,1977,42843796,76752,0.001791438,1.7914379,0.508,151100
Thailand,1978,43806716,83350,0.001902676,1.9026763,0.5482,152040
Thailand,1979,44760096,73325,0.001638178,1.6381779,0.9026,81241
Thailand,1980,45737756,84272,0.001842504,1.842504,0.93119997,90494
Thailand,1981,46727290,75230,0.00160998,1.60998,0.86969995,86497
Thailand,1982,47700340,86020,0.001803341,1.8033414,0.98109996,87680
Thailand,1983,48670570,93000,0.001910806,1.9108057,0.98939997,94000
Thailand,1984,49636732,90000,0.001813173,1.8131734,0.98899996,91000
Thailand,1985,50594932,90000,0.001778834,1.7788343,0.98899996,91000
Thailand,1986,51542096,85000,0.001649138,1.6491375,1,85000
Thailand,1987,52479184,67000,0.001276697,1.2766967,0.8375,80000
Thailand,1988,53410956,54228,0.001015297,1.0152973,0.7747,70000
Thailand,1989,54324012,60245,0.001108994,1.1089939,1.0622,56716
Thailand,1990,55228410,69469,0.001257849,1.257849,1.101,63095
Thailand,1991,56099870,85400,0.001522285,1.5222852,1.3725,62220
Thailand,1992,56939020,93600,0.001643864,1.6438639,1.2649,74000
Thailand,1993,57776080,93600,0.001620048,1.6200476,2.2286,42000
Thailand,1994,58610012,50800,0.000866746,0.8667461,1.1238999,45200
Thailand,1995,59424836,48800,0.000821205,0.82120544,1.1537,42300
Thailand,1996,60211100,59800,0.000993172,0.9931724,1.3057,45800
Thailand,1997,60989104,72400,0.001187097,1.1870973,1.4567,49700
Thailand,1998,61745216,74300,0.001203332,1.2033321,1.4569,51000
Thailand,1999,62442652,79300,0.001269965,1.2699653,1.5458,51300
Thailand,2000,63066604,60624,0.000961269,0.9612694,1.933,31363
Thailand,2001,63649892,74076,0.001163804,1.163804,2.3767998,31166
Thailand,2002,64222576,77693,0.001209746,1.2097459,2.3701,32780
Thailand,2003,64776960,75290,0.001162296,1.1622959,2.0307999,37074
Thailand,2004,65311164,68249,0.001044982,1.0449821,2.2375,30502
Thailand,2005,65821360,71953,0.001093156,1.0931558,2.3593,30497
Thailand,2006,66319530,65835,0.000992694,0.992694,2.0497,32120
Thailand,2007,66826750,58562,0.000876326,0.8763257,1.3757,42570
Thailand,2008,67328240,61930,0.000919822,0.9198221,1.9432,31870
Thailand,2009,67813656,62449,0.000920891,0.92089124,2.0252,30836
Thailand,2010,68270490,59540,0.000872119,0.87211916,1.9085,31198
Thailand,2011,68712850,67900,0.00098817,0.9881704,2.1511,31565
Thailand,2012,69157020,68076,0.000984369,0.9843686,2.429,28026
Thailand,2013,69578600,71586,0.001028851,1.0288508,2.7096,26419
Thailand,2014,69960940,79618,0.001138035,1.138035,3.228,24665
Thailand,2015,70294410,61086,0.000869002,0.86900225,3.7159,16439
Thailand,2016,70607030,70763,0.001002209,1.0022089,3.1439,22508
Thailand,2017,70898210,70489,0.000994228,0.9942282,3.3242998,21204
Thailand,2018,71127810,67446,0.000948237,0.94823673,3.3639,20050
Thailand,2019,71307770,69566,0.000975574,0.97557396,3.2731,21254
Thailand,2020,71475660,69167,0.0009677,0.9677,3.3195999,20836
Timor,1961,475805,50,0.000105085,0.10508507,0.625,80
Timor,1962,483330,50,0.000103449,0.10344899,0.625,80
Timor,1963,491121,50,0.000101808,0.101807906,0.625,80
Timor,1964,499141,50,0.000100172,0.100172096,0.625,80
Timor,1965,507479,50,9.85262E-05,0.098526245,0.625,80
Timor,1966,516199,50,9.68619E-05,0.09686187,0.625,80
Timor,1967,525279,50,9.51875E-05,0.09518751,0.625,80
Timor,1968,534653,52,9.72593E-05,0.09725934,0.65,80
Timor,1969,544247,77,0.00014148,0.14147988,0.77,100
Timor,1970,554030,91,0.000164251,0.16425103,0.7583,120
Timor,1971,563963,109,0.000193275,0.19327509,0.7267,150
Timor,1972,574023,37,6.44573E-05,0.064457345,0.3083,120
Timor,1973,584038,35,5.99276E-05,0.059927606,0.2333,150
Timor,1974,592282,70,0.000118187,0.118186945,,
Timor,1976,609653,0,0,0,,0
Timor,1990,758120,0,0,0,,0
Timor,1991,772663,0,0,0,,0
Timor,1992,783708,0,0,0,,0
Togo,1961,1678796,2000,0.00119133,1.19133,0.5,4000
Togo,1962,1706845,2000,0.001171753,1.1717526,0.5,4000
Togo,1963,1736703,2000,0.001151607,1.1516074,0.5,4000
Togo,1964,1772655,2000,0.001128251,1.1282511,0.5,4000
Togo,1965,1820401,2000,0.001098659,1.098659,0.5,4000
Togo,1966,1882464,2000,0.001062437,1.0624373,0.5,4000
Togo,1967,1957169,2000,0.001021884,1.0218841,0.5,4000
Togo,1968,2038772,2000,0.000980983,0.9809827,0.5,4000
Togo,1969,2120491,2000,0.000943178,0.9431778,0.5,4000
Togo,1970,2197384,2000,0.000910173,0.91017317,0.5,4000
Togo,1971,2267214,2000,0.00088214,0.88213995,0.5,4000
Togo,1972,2330709,2000,0.000858108,0.858108,0.5,4000
Togo,1973,2390915,2000,0.0008365,0.83649985,0.5,4000
Togo,1974,2450343,2000,0.000816212,0.81621227,0.5,4000
Togo,1975,2509720,2000,0.000796902,0.79690164,0.5,4000
Togo,1976,2569673,2000,0.000778309,0.7783091,0.5,4000
Togo,1977,2630637,2000,0.000760272,0.76027215,0.5,4000
Togo,1978,2693399,2000,0.000742556,0.7425562,0.5,4000
Togo,1979,2761249,2000,0.00072431,0.7243099,0.5,4000
Togo,1980,2838115,2000,0.000704693,0.7046931,0.5,4000
Togo,1981,2925873,2000,0.000683557,0.68355666,0.5,4000
Togo,1982,3023347,2000,0.000661519,0.6615185,0.5,4000
Togo,1983,3126633,2000,0.000639666,0.63966576,0.5,4000
Togo,1984,3232246,2000,0.000618765,0.6187648,0.5,4000
Togo,1985,3336512,2000,0.000599428,0.5994284,0.5,4000
Togo,1986,3439376,2000,0.000581501,0.5815008,0.5,4000
Togo,1987,3544933,2000,0.000564186,0.56418555,0.5,4000
Togo,1988,3653426,2000,0.000547431,0.54743135,0.5,4000
Togo,1989,3763661,2000,0.000531397,0.53139747,0.5,4000
Togo,1990,3875958,2000,0.000516002,0.5160015,0.508,3937
Togo,1991,3990223,2000,0.000501225,0.5012251,0.4174,4791
Togo,1992,4106228,1969,0.000479516,0.4795155,0.4183,4707
Togo,1993,4078396,1942,0.000476168,0.4761676,0.4217,4605
Togo,1994,4092613,1914,0.000467672,0.46767187,0.4278,4474
