Entity,Code,Year,Deaths - Cause: All causes - Risk: Smoking - Sex: Both - Age: All Ages (Number),Income classifications (World Bank (2017)),Deaths - Cause: All causes - Risk: Smoking - Sex: Both - Age: All Ages (Number),Year
Tanzania,TZA,2001,14393,Low income,17914,2019
Tanzania,TZA,2002,14446,Low income,17914,2019
Tanzania,TZA,2003,14540,Low income,17914,2019
Tanzania,TZA,2004,14637,Low income,17914,2019
Tanzania,TZA,2005,14700,Low income,17914,2019
Tanzania,TZA,2006,14856,Low income,17914,2019
Tanzania,TZA,2007,14972,Low income,17914,2019
Tanzania,TZA,2008,15052,Low income,17914,2019
Tanzania,TZA,2009,15100,Low income,17914,2019
Tanzania,TZA,2010,15117,Low income,17914,2019
Tanzania,TZA,2011,15251,Low income,17914,2019
Tanzania,TZA,2012,15558,Low income,17914,2019
Tanzania,TZA,2013,15839,Low income,17914,2019
Tanzania,TZA,2014,16063,Low income,17914,2019
Tanzania,TZA,2015,16346,Low income,17914,2019
Tanzania,TZA,2016,16702,Low income,17914,2019
Tanzania,TZA,2017,17094,,17914,2019
Tanzania,TZA,2018,17515,,17914,2019
Tanzania,TZA,2019,17914,,17914,2019
Tanzania,TZA,1987,,Low income,17914,2019
Tanzania,TZA,1988,,Low income,17914,2019
Tanzania,TZA,1989,,Low income,17914,2019
Thailand,THA,1990,45158,Lower-middle income,62859,2019
Thailand,THA,1991,47085,Lower-middle income,62859,2019
Thailand,THA,1992,48415,Lower-middle income,62859,2019
Thailand,THA,1993,49468,Lower-middle income,62859,2019
Thailand,THA,1994,50809,Lower-middle income,62859,2019
Thailand,THA,1995,51743,Lower-middle income,62859,2019
Thailand,THA,1996,52415,Lower-middle income,62859,2019
Thailand,THA,1997,48528,Lower-middle income,62859,2019
Thailand,THA,1998,51254,Lower-middle income,62859,2019
Thailand,THA,1999,54558,Lower-middle income,62859,2019
Thailand,THA,2000,53630,Lower-middle income,62859,2019
Thailand,THA,2001,49679,Lower-middle income,62859,2019
Thailand,THA,2002,49759,Lower-middle income,62859,2019
Thailand,THA,2003,49716,Lower-middle income,62859,2019
Thailand,THA,2004,50652,Lower-middle income,62859,2019
Thailand,THA,2005,51222,Lower-middle income,62859,2019
Thailand,THA,2006,51245,Lower-middle income,62859,2019
Thailand,THA,2007,51409,Lower-middle income,62859,2019
Thailand,THA,2008,51697,Lower-middle income,62859,2019
Thailand,THA,2009,51838,Lower-middle income,62859,2019
Thailand,THA,2010,53079,Upper-middle income,62859,2019
Thailand,THA,2011,53374,Upper-middle income,62859,2019
Thailand,THA,2012,53274,Upper-middle income,62859,2019
Thailand,THA,2013,53165,Upper-middle income,62859,2019
Thailand,THA,2014,54012,Upper-middle income,62859,2019
Thailand,THA,2015,55270,Upper-middle income,62859,2019
Thailand,THA,2016,57666,Upper-middle income,62859,2019
Thailand,THA,2017,59295,,62859,2019
Thailand,THA,2018,61149,,62859,2019
Thailand,THA,2019,62859,,62859,2019
Thailand,THA,1987,,Lower-middle income,62859,2019
Thailand,THA,1988,,Lower-middle income,62859,2019
Thailand,THA,1989,,Lower-middle income,62859,2019
Timor,TLS,1990,326,Not categorized,928,2019
Timor,TLS,1991,332,Not categorized,928,2019
Timor,TLS,1992,342,Not categorized,928,2019
Timor,TLS,1993,351,Not categorized,928,2019
Timor,TLS,1994,356,Not categorized,928,2019
Timor,TLS,1995,365,Not categorized,928,2019
Timor,TLS,1996,372,Not categorized,928,2019
Timor,TLS,1997,373,Not categorized,928,2019
Timor,TLS,1998,386,Not categorized,928,2019
Timor,TLS,1999,402,Not categorized,928,2019
Timor,TLS,2000,425,Not categorized,928,2019
Timor,TLS,2001,441,Low income,928,2019
Timor,TLS,2002,459,Low income,928,2019
Timor,TLS,2003,485,Low income,928,2019
Timor,TLS,2004,496,Low income,928,2019
Timor,TLS,2005,514,Low income,928,2019
Timor,TLS,2006,524,Low income,928,2019
Timor,TLS,2007,542,Lower-middle income,928,2019
Timor,TLS,2008,557,Lower-middle income,928,2019
Timor,TLS,2009,592,Lower-middle income,928,2019
Timor,TLS,2010,636,Lower-middle income,928,2019
Timor,TLS,2011,682,Lower-middle income,928,2019
Timor,TLS,2012,719,Lower-middle income,928,2019
Timor,TLS,2013,752,Lower-middle income,928,2019
Timor,TLS,2014,782,Lower-middle income,928,2019
Timor,TLS,2015,821,Lower-middle income,928,2019
Timor,TLS,2016,848,Lower-middle income,928,2019
Timor,TLS,2017,878,,928,2019
Timor,TLS,2018,905,,928,2019
Timor,TLS,2019,928,,928,2019
Timor,TLS,1987,,Not categorized,928,2019
Timor,TLS,1988,,Not categorized,928,2019
Timor,TLS,1989,,Not categorized,928,2019
Togo,TGO,1990,1177,Low income,2292,2019
Togo,TGO,1991,1224,Low income,2292,2019
Togo,TGO,1992,1277,Low income,2292,2019
Togo,TGO,1993,1340,Low income,2292,2019
Togo,TGO,1994,1407,Low income,2292,2019
Togo,TGO,1995,1467,Low income,2292,2019
Togo,TGO,1996,1525,Low income,2292,2019
Togo,TGO,1997,1580,Low income,2292,2019
Togo,TGO,1998,1638,Low income,2292,2019
Togo,TGO,1999,1662,Low income,2292,2019
Togo,TGO,2000,1707,Low income,2292,2019
Togo,TGO,2001,1747,Low income,2292,2019
Togo,TGO,2002,1773,Low income,2292,2019
Togo,TGO,2003,1816,Low income,2292,2019
Togo,TGO,2004,1821,Low income,2292,2019
Togo,TGO,2005,1850,Low income,2292,2019
Togo,TGO,2006,1881,Low income,2292,2019
Togo,TGO,2007,1924,Low income,2292,2019
Togo,TGO,2008,1993,Low income,2292,2019
Togo,TGO,2009,2046,Low income,2292,2019
Togo,TGO,2010,2083,Low income,2292,2019
Togo,TGO,2011,2099,Low income,2292,2019
Togo,TGO,2012,2098,Low income,2292,2019
Togo,TGO,2013,2098,Low income,2292,2019
Togo,TGO,2014,2128,Low income,2292,2019
Togo,TGO,2015,2173,Low income,2292,2019
Togo,TGO,2016,2222,Low income,2292,2019
Togo,TGO,2017,2265,,2292,2019
Togo,TGO,2018,2269,,2292,2019
Togo,TGO,2019,2292,,2292,2019
Togo,TGO,1987,,Low income,2292,2019
Togo,TGO,1988,,Low income,2292,2019
Togo,TGO,1989,,Low income,2292,2019
Tokelau,TKL,1990,2,,1,2019
Tokelau,TKL,1991,2,,1,2019
Tokelau,TKL,1992,2,,1,2019
Tokelau,TKL,1993,2,,1,2019
Tokelau,TKL,1994,2,,1,2019
Tokelau,TKL,1995,2,,1,2019
Tokelau,TKL,1996,2,,1,2019
Tokelau,TKL,1997,2,,1,2019
Tokelau,TKL,1998,2,,1,2019
Tokelau,TKL,1999,2,,1,2019
Tokelau,TKL,2000,2,,1,2019
Tokelau,TKL,2001,2,,1,2019
Tokelau,TKL,2002,2,,1,2019
Tokelau,TKL,2003,2,,1,2019
Tokelau,TKL,2004,2,,1,2019
Tokelau,TKL,2005,1,,1,2019
Tokelau,TKL,2006,1,,1,2019
Tokelau,TKL,2007,1,,1,2019
Tokelau,TKL,2008,1,,1,2019
Tokelau,TKL,2009,1,,1,2019
Tokelau,TKL,2010,1,,1,2019
Tokelau,TKL,2011,1,,1,2019
Tokelau,TKL,2012,1,,1,2019
Tokelau,TKL,2013,1,,1,2019
Tokelau,TKL,2014,1,,1,2019
Tokelau,TKL,2015,1,,1,2019
Tokelau,TKL,2016,1,,1,2019
Tokelau,TKL,2017,1,,1,2019
Tokelau,TKL,2018,1,,1,2019
Tokelau,TKL,2019,1,,1,2019
Tonga,TON,1990,83,Lower-middle income,100,2019
Tonga,TON,1991,83,Lower-middle income,100,2019
Tonga,TON,1992,84,Lower-middle income,100,2019
Tonga,TON,1993,86,Lower-middle income,100,2019
Tonga,TON,1994,87,Lower-middle income,100,2019
Tonga,TON,1995,87,Lower-middle income,100,2019
Tonga,TON,1996,89,Lower-middle income,100,2019
Tonga,TON,1997,92,Lower-middle income,100,2019
Tonga,TON,1998,99,Lower-middle income,100,2019
Tonga,TON,1999,106,Lower-middle income,100,2019
Tonga,TON,2000,106,Lower-middle income,100,2019
Tonga,TON,2001,104,Lower-middle income,100,2019
Tonga,TON,2002,106,Lower-middle income,100,2019
Tonga,TON,2003,107,Lower-middle income,100,2019
Tonga,TON,2004,104,Lower-middle income,100,2019
Tonga,TON,2005,97,Lower-middle income,100,2019
Tonga,TON,2006,98,Lower-middle income,100,2019
Tonga,TON,2007,99,Lower-middle income,100,2019
Tonga,TON,2008,100,Lower-middle income,100,2019
Tonga,TON,2009,102,Lower-middle income,100,2019
Tonga,TON,2010,102,Lower-middle income,100,2019
Tonga,TON,2011,102,Lower-middle income,100,2019
Tonga,TON,2012,102,Upper-middle income,100,2019
Tonga,TON,2013,102,Upper-middle income,100,2019
Tonga,TON,2014,102,Upper-middle income,100,2019
Tonga,TON,2015,101,Lower-middle income,100,2019
Tonga,TON,2016,101,Upper-middle income,100,2019
Tonga,TON,2017,101,,100,2019
Tonga,TON,2018,100,,100,2019
Tonga,TON,2019,100,,100,2019
Tonga,TON,1987,,Lower-middle income,100,2019
Tonga,TON,1988,,Lower-middle income,100,2019
Tonga,TON,1989,,Lower-middle income,100,2019
Trinidad and Tobago,TTO,1990,980,Upper-middle income,1028,2019
Trinidad and Tobago,TTO,1991,977,Upper-middle income,1028,2019
Trinidad and Tobago,TTO,1992,1007,Upper-middle income,1028,2019
Trinidad and Tobago,TTO,1993,1050,Upper-middle income,1028,2019
Trinidad and Tobago,TTO,1994,1082,Upper-middle income,1028,2019
Trinidad and Tobago,TTO,1995,1020,Upper-middle income,1028,2019
Trinidad and Tobago,TTO,1996,1080,Upper-middle income,1028,2019
Trinidad and Tobago,TTO,1997,1016,Upper-middle income,1028,2019
Trinidad and Tobago,TTO,1998,1054,Upper-middle income,1028,2019
Trinidad and Tobago,TTO,1999,1059,Upper-middle income,1028,2019
Trinidad and Tobago,TTO,2000,988,Upper-middle income,1028,2019
Trinidad and Tobago,TTO,2001,988,Upper-middle income,1028,2019
Trinidad and Tobago,TTO,2002,961,Upper-middle income,1028,2019
Trinidad and Tobago,TTO,2003,989,Upper-middle income,1028,2019
Trinidad and Tobago,TTO,2004,963,Upper-middle income,1028,2019
Trinidad and Tobago,TTO,2005,946,Upper-middle income,1028,2019
Trinidad and Tobago,TTO,2006,901,High income,1028,2019
Trinidad and Tobago,TTO,2007,898,High income,1028,2019
Trinidad and Tobago,TTO,2008,946,High income,1028,2019
Trinidad and Tobago,TTO,2009,896,High income,1028,2019
Trinidad and Tobago,TTO,2010,890,High income,1028,2019
Trinidad and Tobago,TTO,2011,871,High income,1028,2019
Trinidad and Tobago,TTO,2012,846,High income,1028,2019
Trinidad and Tobago,TTO,2013,872,High income,1028,2019
Trinidad and Tobago,TTO,2014,899,High income,1028,2019
Trinidad and Tobago,TTO,2015,928,High income,1028,2019
Trinidad and Tobago,TTO,2016,965,High income,1028,2019
Trinidad and Tobago,TTO,2017,988,,1028,2019
Trinidad and Tobago,TTO,2018,1008,,1028,2019
Trinidad and Tobago,TTO,2019,1028,,1028,2019
Trinidad and Tobago,TTO,1987,,Upper-middle income,1028,2019
Trinidad and Tobago,TTO,1988,,Upper-middle income,1028,2019
Trinidad and Tobago,TTO,1989,,Upper-middle income,1028,2019
Tunisia,TUN,1990,5484,Lower-middle income,10859,2019
Tunisia,TUN,1991,5878,Lower-middle income,10859,2019
Tunisia,TUN,1992,6160,Lower-middle income,10859,2019
Tunisia,TUN,1993,6452,Lower-middle income,10859,2019
Tunisia,TUN,1994,6564,Lower-middle income,10859,2019
Tunisia,TUN,1995,6913,Lower-middle income,10859,2019
Tunisia,TUN,1996,7066,Lower-middle income,10859,2019
Tunisia,TUN,1997,7347,Lower-middle income,10859,2019
Tunisia,TUN,1998,7554,Lower-middle income,10859,2019
Tunisia,TUN,1999,7679,Lower-middle income,10859,2019
Tunisia,TUN,2000,7792,Lower-middle income,10859,2019
Tunisia,TUN,2001,7892,Lower-middle income,10859,2019
Tunisia,TUN,2002,7987,Lower-middle income,10859,2019
Tunisia,TUN,2003,8089,Lower-middle income,10859,2019
Tunisia,TUN,2004,8169,Lower-middle income,10859,2019
Tunisia,TUN,2005,8295,Lower-middle income,10859,2019
Tunisia,TUN,2006,8423,Lower-middle income,10859,2019
Tunisia,TUN,2007,8544,Lower-middle income,10859,2019
Tunisia,TUN,2008,8696,Lower-middle income,10859,2019
Tunisia,TUN,2009,8857,Lower-middle income,10859,2019
Tunisia,TUN,2010,9046,Upper-middle income,10859,2019
Tunisia,TUN,2011,9199,Upper-middle income,10859,2019
Tunisia,TUN,2012,9372,Upper-middle income,10859,2019
Tunisia,TUN,2013,9583,Upper-middle income,10859,2019
Tunisia,TUN,2014,9782,Upper-middle income,10859,2019
Tunisia,TUN,2015,9999,Lower-middle income,10859,2019
Tunisia,TUN,2016,10234,Lower-middle income,10859,2019
Tunisia,TUN,2017,10471,,10859,2019
Tunisia,TUN,2018,10686,,10859,2019
Tunisia,TUN,2019,10859,,10859,2019
Tunisia,TUN,1987,,Lower-middle income,10859,2019
Tunisia,TUN,1988,,Lower-middle income,10859,2019
Tunisia,TUN,1989,,Lower-middle income,10859,2019
Turkey,TUR,1990,64629,Lower-middle income,86170,2019
Turkey,TUR,1991,65421,Lower-middle income,86170,2019
Turkey,TUR,1992,66489,Lower-middle income,86170,2019
Turkey,TUR,1993,67640,Lower-middle income,86170,2019
Turkey,TUR,1994,68556,Lower-middle income,86170,2019
Turkey,TUR,1995,69028,Lower-middle income,86170,2019
Turkey,TUR,1996,68420,Lower-middle income,86170,2019
Turkey,TUR,1997,68782,Upper-middle income,86170,2019
Turkey,TUR,1998,67844,Upper-middle income,86170,2019
Turkey,TUR,1999,65054,Lower-middle income,86170,2019
Turkey,TUR,2000,61664,Upper-middle income,86170,2019
Turkey,TUR,2001,63267,Lower-middle income,86170,2019
Turkey,TUR,2002,65542,Lower-middle income,86170,2019
Turkey,TUR,2003,65681,Lower-middle income,86170,2019
Turkey,TUR,2004,65550,Upper-middle income,86170,2019
Turkey,TUR,2005,65198,Upper-middle income,86170,2019
Turkey,TUR,2006,65903,Upper-middle income,86170,2019
Turkey,TUR,2007,67059,Upper-middle income,86170,2019
Turkey,TUR,2008,69302,Upper-middle income,86170,2019
Turkey,TUR,2009,74767,Upper-middle income,86170,2019
Turkey,TUR,2010,77755,Upper-middle income,86170,2019
Turkey,TUR,2011,80050,Upper-middle income,86170,2019
Turkey,TUR,2012,81040,Upper-middle income,86170,2019
Turkey,TUR,2013,82736,Upper-middle income,86170,2019
Turkey,TUR,2014,84720,Upper-middle income,86170,2019
Turkey,TUR,2015,84934,Upper-middle income,86170,2019
Turkey,TUR,2016,85437,Upper-middle income,86170,2019
Turkey,TUR,2017,86087,,86170,2019
Turkey,TUR,2018,85638,,86170,2019
Turkey,TUR,2019,86170,,86170,2019
Turkey,TUR,1987,,Lower-middle income,86170,2019
Turkey,TUR,1988,,Lower-middle income,86170,2019
Turkey,TUR,1989,,Lower-middle income,86170,2019
Turkmenistan,TKM,1990,3134,Upper-middle income,4044,2019
Turkmenistan,TKM,1991,3279,Lower-middle income,4044,2019
Turkmenistan,TKM,1992,3266,Lower-middle income,4044,2019
Turkmenistan,TKM,1993,3815,Lower-middle income,4044,2019
Turkmenistan,TKM,1994,3916,Lower-middle income,4044,2019
Turkmenistan,TKM,1995,3804,Lower-middle income,4044,2019
Turkmenistan,TKM,1996,3992,Lower-middle income,4044,2019
Turkmenistan,TKM,1997,3969,Low income,4044,2019
Turkmenistan,TKM,1998,3875,Low income,4044,2019
Turkmenistan,TKM,1999,3653,Low income,4044,2019
Turkmenistan,TKM,2000,3479,Lower-middle income,4044,2019
Turkmenistan,TKM,2001,3440,Lower-middle income,4044,2019
Turkmenistan,TKM,2002,3591,Lower-middle income,4044,2019
Turkmenistan,TKM,2003,3761,Lower-middle income,4044,2019
Turkmenistan,TKM,2004,3944,Lower-middle income,4044,2019
Turkmenistan,TKM,2005,4132,Lower-middle income,4044,2019
Turkmenistan,TKM,2006,4074,Lower-middle income,4044,2019
Turkmenistan,TKM,2007,4038,Lower-middle income,4044,2019
Turkmenistan,TKM,2008,3862,Lower-middle income,4044,2019
Turkmenistan,TKM,2009,3465,Lower-middle income,4044,2019
Turkmenistan,TKM,2010,3348,Lower-middle income,4044,2019
Turkmenistan,TKM,2011,3393,Upper-middle income,4044,2019
Turkmenistan,TKM,2012,3432,Upper-middle income,4044,2019
Turkmenistan,TKM,2013,3628,Upper-middle income,4044,2019
Turkmenistan,TKM,2014,3776,Upper-middle income,4044,2019
Turkmenistan,TKM,2015,3859,Upper-middle income,4044,2019
Turkmenistan,TKM,2016,3913,Upper-middle income,4044,2019
Turkmenistan,TKM,2017,3940,,4044,2019
Turkmenistan,TKM,2018,4011,,4044,2019
Turkmenistan,TKM,2019,4044,,4044,2019
Turkmenistan,TKM,1987,,Not categorized,4044,2019
Turkmenistan,TKM,1988,,Not categorized,4044,2019
Turkmenistan,TKM,1989,,Not categorized,4044,2019
Turks and Caicos Islands,TCA,1987,,Not categorized,,
Turks and Caicos Islands,TCA,1988,,Not categorized,,
Turks and Caicos Islands,TCA,1989,,Not categorized,,
Turks and Caicos Islands,TCA,1990,,Not categorized,,
Turks and Caicos Islands,TCA,1991,,Not categorized,,
Turks and Caicos Islands,TCA,1992,,Not categorized,,
Turks and Caicos Islands,TCA,1993,,Not categorized,,
Turks and Caicos Islands,TCA,1994,,Not categorized,,
Turks and Caicos Islands,TCA,1995,,Not categorized,,
Turks and Caicos Islands,TCA,1996,,Not categorized,,
Turks and Caicos Islands,TCA,1997,,Not categorized,,
Turks and Caicos Islands,TCA,1998,,Not categorized,,
Turks and Caicos Islands,TCA,1999,,Not categorized,,
Turks and Caicos Islands,TCA,2000,,Not categorized,,
Turks and Caicos Islands,TCA,2001,,Not categorized,,
Turks and Caicos Islands,TCA,2002,,Not categorized,,
Turks and Caicos Islands,TCA,2003,,Not categorized,,
Turks and Caicos Islands,TCA,2004,,Not categorized,,
Turks and Caicos Islands,TCA,2005,,Not categorized,,
Turks and Caicos Islands,TCA,2006,,Not categorized,,
Turks and Caicos Islands,TCA,2007,,Not categorized,,
Turks and Caicos Islands,TCA,2008,,Not categorized,,
Turks and Caicos Islands,TCA,2009,,High income,,
Turks and Caicos Islands,TCA,2010,,High income,,
Turks and Caicos Islands,TCA,2011,,High income,,
Turks and Caicos Islands,TCA,2012,,High income,,
Turks and Caicos Islands,TCA,2013,,High income,,
Turks and Caicos Islands,TCA,2014,,High income,,
Turks and Caicos Islands,TCA,2015,,High income,,
Turks and Caicos Islands,TCA,2016,,High income,,
Tuvalu,TUV,1990,16,Not categorized,17,2019
Tuvalu,TUV,1991,16,Not categorized,17,2019
Tuvalu,TUV,1992,16,Not categorized,17,2019
Tuvalu,TUV,1993,16,Not categorized,17,2019
Tuvalu,TUV,1994,15,Not categorized,17,2019
Tuvalu,TUV,1995,15,Not categorized,17,2019
Tuvalu,TUV,1996,16,Not categorized,17,2019
Tuvalu,TUV,1997,16,Not categorized,17,2019
Tuvalu,TUV,1998,15,Not categorized,17,2019
Tuvalu,TUV,1999,15,Not categorized,17,2019
Tuvalu,TUV,2000,15,Not categorized,17,2019
Tuvalu,TUV,2001,15,Not categorized,17,2019
Tuvalu,TUV,2002,15,Not categorized,17,2019
Tuvalu,TUV,2003,15,Not categorized,17,2019
Tuvalu,TUV,2004,15,Not categorized,17,2019
Tuvalu,TUV,2005,15,Not categorized,17,2019
Tuvalu,TUV,2006,15,Not categorized,17,2019
Tuvalu,TUV,2007,15,Not categorized,17,2019
Tuvalu,TUV,2008,15,Not categorized,17,2019
Tuvalu,TUV,2009,15,Lower-middle income,17,2019
Tuvalu,TUV,2010,16,Lower-middle income,17,2019
Tuvalu,TUV,2011,16,Upper-middle income,17,2019
Tuvalu,TUV,2012,16,Upper-middle income,17,2019
Tuvalu,TUV,2013,16,Upper-middle income,17,2019
Tuvalu,TUV,2014,16,Upper-middle income,17,2019
Tuvalu,TUV,2015,16,Upper-middle income,17,2019
Tuvalu,TUV,2016,16,Upper-middle income,17,2019
Tuvalu,TUV,2017,16,,17,2019
Tuvalu,TUV,2018,17,,17,2019
Tuvalu,TUV,2019,17,,17,2019
Tuvalu,TUV,1987,,Not categorized,17,2019
Tuvalu,TUV,1988,,Not categorized,17,2019
Tuvalu,TUV,1989,,Not categorized,17,2019
Uganda,UGA,1990,3862,Low income,6273,2019
Uganda,UGA,1991,4106,Low income,6273,2019
Uganda,UGA,1992,4282,Low income,6273,2019
Uganda,UGA,1993,4515,Low income,6273,2019
Uganda,UGA,1994,4733,Low income,6273,2019
Uganda,UGA,1995,4918,Low income,6273,2019
Uganda,UGA,1996,5106,Low income,6273,2019
Uganda,UGA,1997,5244,Low income,6273,2019
Uganda,UGA,1998,5414,Low income,6273,2019
Uganda,UGA,1999,5530,Low income,6273,2019
Uganda,UGA,2000,5639,Low income,6273,2019
Uganda,UGA,2001,5696,Low income,6273,2019
Uganda,UGA,2002,5702,Low income,6273,2019
Uganda,UGA,2003,5708,Low income,6273,2019
Uganda,UGA,2004,5746,Low income,6273,2019
Uganda,UGA,2005,5724,Low income,6273,2019
Uganda,UGA,2006,5707,Low income,6273,2019
Uganda,UGA,2007,5713,Low income,6273,2019
Uganda,UGA,2008,5684,Low income,6273,2019
Uganda,UGA,2009,5711,Low income,6273,2019
Uganda,UGA,2010,5728,Low income,6273,2019
Uganda,UGA,2011,5770,Low income,6273,2019
Uganda,UGA,2012,5846,Low income,6273,2019
Uganda,UGA,2013,5947,Low income,6273,2019
Uganda,UGA,2014,6012,Low income,6273,2019
Uganda,UGA,2015,6031,Low income,6273,2019
Uganda,UGA,2016,6098,Low income,6273,2019
Uganda,UGA,2017,6077,,6273,2019
Uganda,UGA,2018,6190,,6273,2019
Uganda,UGA,2019,6273,,6273,2019
Uganda,UGA,1987,,Low income,6273,2019
Uganda,UGA,1988,,Low income,6273,2019
Uganda,UGA,1989,,Low income,6273,2019
Ukraine,UKR,1990,112302,Upper-middle income,113389,2019
Ukraine,UKR,1991,119450,Lower-middle income,113389,2019
Ukraine,UKR,1992,126697,Lower-middle income,113389,2019
Ukraine,UKR,1993,131636,Lower-middle income,113389,2019
Ukraine,UKR,1994,137226,Lower-middle income,113389,2019
Ukraine,UKR,1995,147124,Lower-middle income,113389,2019
Ukraine,UKR,1996,143341,Lower-middle income,113389,2019
Ukraine,UKR,1997,136319,Lower-middle income,113389,2019
Ukraine,UKR,1998,126539,Lower-middle income,113389,2019
Ukraine,UKR,1999,130172,Low income,113389,2019
Ukraine,UKR,2000,134152,Low income,113389,2019
Ukraine,UKR,2001,130869,Low income,113389,2019
Ukraine,UKR,2002,132299,Lower-middle income,113389,2019
Ukraine,UKR,2003,129915,Lower-middle income,113389,2019
Ukraine,UKR,2004,131449,Lower-middle income,113389,2019
Ukraine,UKR,2005,131971,Lower-middle income,113389,2019
Ukraine,UKR,2006,124227,Lower-middle income,113389,2019
Ukraine,UKR,2007,126977,Lower-middle income,113389,2019
Ukraine,UKR,2008,126324,Lower-middle income,113389,2019
Ukraine,UKR,2009,112168,Lower-middle income,113389,2019
Ukraine,UKR,2010,108255,Lower-middle income,113389,2019
Ukraine,UKR,2011,104623,Lower-middle income,113389,2019
Ukraine,UKR,2012,104931,Lower-middle income,113389,2019
Ukraine,UKR,2013,104100,Lower-middle income,113389,2019
Ukraine,UKR,2014,97370,Lower-middle income,113389,2019
Ukraine,UKR,2015,120775,Lower-middle income,113389,2019
Ukraine,UKR,2016,115404,Lower-middle income,113389,2019
Ukraine,UKR,2017,113485,,113389,2019
Ukraine,UKR,2018,115224,,113389,2019
Ukraine,UKR,2019,113389,,113389,2019
Ukraine,UKR,1987,,Not categorized,113389,2019
Ukraine,UKR,1988,,Not categorized,113389,2019
Ukraine,UKR,1989,,Not categorized,113389,2019
United Arab Emirates,ARE,1990,522,High income,3726,2019
United Arab Emirates,ARE,1991,562,High income,3726,2019
United Arab Emirates,ARE,1992,605,High income,3726,2019
United Arab Emirates,ARE,1993,653,High income,3726,2019
United Arab Emirates,ARE,1994,708,High income,3726,2019
United Arab Emirates,ARE,1995,755,High income,3726,2019
United Arab Emirates,ARE,1996,797,High income,3726,2019
United Arab Emirates,ARE,1997,835,High income,3726,2019
United Arab Emirates,ARE,1998,865,High income,3726,2019
United Arab Emirates,ARE,1999,904,High income,3726,2019
United Arab Emirates,ARE,2000,957,High income,3726,2019
United Arab Emirates,ARE,2001,985,High income,3726,2019
United Arab Emirates,ARE,2002,1019,High income,3726,2019
United Arab Emirates,ARE,2003,1046,High income,3726,2019
United Arab Emirates,ARE,2004,1092,High income,3726,2019
United Arab Emirates,ARE,2005,1142,High income,3726,2019
United Arab Emirates,ARE,2006,1200,High income,3726,2019
United Arab Emirates,ARE,2007,1252,High income,3726,2019
United Arab Emirates,ARE,2008,1341,High income,3726,2019
United Arab Emirates,ARE,2009,1480,High income,3726,2019
United Arab Emirates,ARE,2010,1634,High income,3726,2019
United Arab Emirates,ARE,2011,1804,High income,3726,2019
United Arab Emirates,ARE,2012,1996,High income,3726,2019
United Arab Emirates,ARE,2013,2214,High income,3726,2019
United Arab Emirates,ARE,2014,2414,High income,3726,2019
United Arab Emirates,ARE,2015,2667,High income,3726,2019
United Arab Emirates,ARE,2016,2925,High income,3726,2019
United Arab Emirates,ARE,2017,3194,,3726,2019
United Arab Emirates,ARE,2018,3460,,3726,2019
United Arab Emirates,ARE,2019,3726,,3726,2019
United Arab Emirates,ARE,1987,,High income,3726,2019
United Arab Emirates,ARE,1988,,High income,3726,2019
United Arab Emirates,ARE,1989,,High income,3726,2019
United Kingdom,GBR,1990,181329,High income,119777,2019
United Kingdom,GBR,1991,178678,High income,119777,2019
United Kingdom,GBR,1992,176159,High income,119777,2019
United Kingdom,GBR,1993,175997,High income,119777,2019
United Kingdom,GBR,1994,170935,High income,119777,2019
United Kingdom,GBR,1995,169547,High income,119777,2019
United Kingdom,GBR,1996,166063,High income,119777,2019
United Kingdom,GBR,1997,162192,High income,119777,2019
United Kingdom,GBR,1998,159818,High income,119777,2019
United Kingdom,GBR,1999,157537,High income,119777,2019
United Kingdom,GBR,2000,151461,High income,119777,2019
United Kingdom,GBR,2001,146217,High income,119777,2019
United Kingdom,GBR,2002,144369,High income,119777,2019
United Kingdom,GBR,2003,142031,High income,119777,2019
United Kingdom,GBR,2004,136758,High income,119777,2019
United Kingdom,GBR,2005,132960,High income,119777,2019
United Kingdom,GBR,2006,129811,High income,119777,2019
United Kingdom,GBR,2007,127163,High income,119777,2019
United Kingdom,GBR,2008,125071,High income,119777,2019
United Kingdom,GBR,2009,121234,High income,119777,2019
United Kingdom,GBR,2010,118833,High income,119777,2019
United Kingdom,GBR,2011,117077,High income,119777,2019
United Kingdom,GBR,2012,116432,High income,119777,2019
United Kingdom,GBR,2013,116044,High income,119777,2019
United Kingdom,GBR,2014,114209,High income,119777,2019
United Kingdom,GBR,2015,114826,High income,119777,2019
United Kingdom,GBR,2016,114693,High income,119777,2019
United Kingdom,GBR,2017,115028,,119777,2019
United Kingdom,GBR,2018,118169,,119777,2019
United Kingdom,GBR,2019,119777,,119777,2019
United Kingdom,GBR,1987,,High income,119777,2019
United Kingdom,GBR,1988,,High income,119777,2019
United Kingdom,GBR,1989,,High income,119777,2019
United States,USA,1990,515412,High income,527736,2019
United States,USA,1991,514215,High income,527736,2019
United States,USA,1992,511959,High income,527736,2019
United States,USA,1993,520782,High income,527736,2019
United States,USA,1994,521049,High income,527736,2019
United States,USA,1995,523811,High income,527736,2019
United States,USA,1996,519031,High income,527736,2019
United States,USA,1997,514323,High income,527736,2019
United States,USA,1998,514248,High income,527736,2019
United States,USA,1999,517306,High income,527736,2019
United States,USA,2000,515705,High income,527736,2019
United States,USA,2001,513371,High income,527736,2019
